State,Month,Year,Dayweek,Fatalities,Speed
SA,Jan,1996,Saturday,1,100
Vic,Jan,1996,Sunday,1,100
Vic,Jan,1996,Saturday,2,80
Vic,Jan,1996,Saturday,1,100
Vic,Jan,1996,Sunday,1,100
SA,Jan,1996,Thursday,1,60
NSW,Jan,1996,Tuesday,1,100
NSW,Jan,1996,Wednesday,2,60
Qld,Jan,1996,Friday,2,100
NSW,Jan,1996,Wednesday,1,100
Vic,Jan,1996,Tuesday,1,80
Vic,Jan,1996,Monday,1,70
Qld,Jan,1996,Thursday,1,40
Tas,Jan,1996,Thursday,2,60
Tas,Jan,1996,Wednesday,1,60
NSW,Jan,1996,Monday,1,80
WA,Jan,1996,Thursday,1,80
Qld,Jan,1996,Friday,1,100
Vic,Jan,1996,Wednesday,1,80
SA,Jan,1996,Thursday,1,100
WA,Jan,1996,Friday,1,110
Vic,Jan,1996,Friday,1,100
Tas,Jan,1996,Friday,1,70
Vic,Jan,1996,Monday,2,100
WA,Jan,1996,Tuesday,1,110
NSW,Jan,1996,Wednesday,1,80
Vic,Jan,1996,Tuesday,1,60
Vic,Jan,1996,Friday,1,100
WA,Jan,1996,Thursday,1,80
SA,Jan,1996,Monday,1,60
SA,Jan,1996,Thursday,1,60
ACT,Jan,1996,Thursday,1,-9
NSW,Jan,1996,Tuesday,1,60
Vic,Jan,1996,Friday,1,100
WA,Jan,1996,Friday,1,110
NSW,Jan,1996,Wednesday,1,60
Vic,Jan,1996,Friday,1,100
Vic,Jan,1996,Wednesday,1,80
Vic,Jan,1996,Friday,1,70
Vic,Jan,1996,Wednesday,1,100
Vic,Jan,1996,Tuesday,1,60
Qld,Jan,1996,Wednesday,3,80
Vic,Jan,1996,Tuesday,1,100
NSW,Jan,1996,Tuesday,1,110
NSW,Jan,1996,Tuesday,1,70
Vic,Jan,1996,Tuesday,1,100
WA,Jan,1996,Wednesday,1,80
NSW,Jan,1996,Wednesday,1,60
NSW,Jan,1996,Wednesday,1,70
NT,Jan,1996,Friday,2,100
SA,Jan,1996,Friday,1,60
SA,Jan,1996,Sunday,1,110
WA,Jan,1996,Thursday,2,60
Vic,Jan,1996,Sunday,1,90
SA,Jan,1996,Saturday,1,60
Vic,Jan,1996,Sunday,1,60
NSW,Jan,1996,Tuesday,1,60
WA,Jan,1996,Tuesday,1,60
SA,Jan,1996,Friday,1,70
NSW,Jan,1996,Saturday,1,70
NT,Jan,1996,Saturday,1,60
Qld,Jan,1996,Sunday,1,60
NSW,Jan,1996,Tuesday,1,60
WA,Jan,1996,Tuesday,1,60
Qld,Jan,1996,Tuesday,1,60
WA,Jan,1996,Friday,1,60
WA,Jan,1996,Friday,1,60
Vic,Jan,1996,Tuesday,1,60
Tas,Jan,1996,Monday,2,60
NSW,Jan,1996,Thursday,1,60
NSW,Jan,1996,Tuesday,1,60
Vic,Jan,1996,Tuesday,1,80
NSW,Dec,1995,Saturday,1,100
Tas,Dec,1995,Saturday,1,60
Vic,Dec,1995,Monday,1,70
Vic,Dec,1995,Sunday,1,60
Vic,Dec,1995,Friday,1,60
WA,Dec,1995,Friday,1,110
WA,Dec,1995,Sunday,1,60
NT,Dec,1995,Saturday,1,80
Qld,Dec,1995,Friday,1,60
NSW,Dec,1995,Saturday,1,100
Vic,Dec,1995,Sunday,1,100
Qld,Dec,1995,Saturday,1,100
Vic,Dec,1995,Saturday,2,100
Qld,Dec,1995,Sunday,1,60
Qld,Dec,1995,Saturday,2,60
Vic,Dec,1995,Tuesday,1,60
NSW,Dec,1995,Friday,1,100
Vic,Dec,1995,Thursday,1,100
SA,Dec,1995,Friday,1,100
NSW,Dec,1995,Monday,1,100
NSW,Dec,1995,Thursday,1,60
SA,Dec,1995,Monday,1,60
Vic,Dec,1995,Wednesday,1,70
Vic,Dec,1995,Sunday,1,100
NT,Dec,1995,Saturday,1,-9
WA,Dec,1995,Monday,1,60
WA,Dec,1995,Saturday,2,40
Vic,Dec,1995,Saturday,4,100
ACT,Dec,1995,Friday,1,-9
Qld,Dec,1995,Sunday,1,60
Qld,Dec,1995,Sunday,1,60
NSW,Dec,1995,Saturday,2,60
WA,Dec,1995,Saturday,1,60
NSW,Dec,1995,Sunday,1,60
NSW,Dec,1995,Saturday,1,80
Tas,Dec,1995,Sunday,1,100
Qld,Dec,1995,Friday,1,100
Vic,Dec,1995,Friday,1,60
NSW,Dec,1995,Friday,1,100
SA,Dec,1995,Monday,1,110
NSW,Dec,1995,Friday,1,60
NSW,Dec,1995,Saturday,1,110
SA,Dec,1995,Saturday,1,60
NSW,Dec,1995,Saturday,1,60
NSW,Dec,1995,Wednesday,1,100
ACT,Dec,1995,Thursday,2,-9
NSW,Dec,1995,Thursday,2,60
Qld,Dec,1995,Wednesday,1,80
WA,Dec,1995,Thursday,1,110
Vic,Dec,1995,Friday,1,80
WA,Dec,1995,Friday,1,80
Vic,Dec,1995,Thursday,1,60
Qld,Dec,1995,Friday,1,100
ACT,Dec,1995,Thursday,1,-9
Vic,Dec,1995,Tuesday,1,60
NSW,Dec,1995,Monday,1,80
NSW,Dec,1995,Friday,1,80
SA,Dec,1995,Wednesday,1,100
NSW,Dec,1995,Friday,2,60
NSW,Dec,1995,Thursday,1,100
NSW,Dec,1995,Thursday,1,100
Vic,Dec,1995,Thursday,1,60
Qld,Dec,1995,Tuesday,1,60
Vic,Dec,1995,Tuesday,1,100
Qld,Dec,1995,Saturday,2,100
NSW,Dec,1995,Sunday,1,60
SA,Dec,1995,Sunday,1,110
NSW,Dec,1995,Saturday,1,110
Vic,Dec,1995,Saturday,1,100
WA,Dec,1995,Saturday,1,110
Vic,Dec,1995,Sunday,2,100
NSW,Dec,1995,Sunday,1,100
Vic,Dec,1995,Saturday,2,100
NSW,Dec,1995,Saturday,1,60
NSW,Dec,1995,Sunday,1,110
Qld,Dec,1995,Saturday,1,100
Qld,Dec,1995,Saturday,1,60
WA,Dec,1995,Saturday,1,110
Vic,Dec,1995,Saturday,1,60
Qld,Dec,1995,Saturday,1,60
NSW,Dec,1995,Saturday,1,100
NT,Dec,1995,Sunday,3,-9
NSW,Dec,1995,Sunday,1,60
Vic,Dec,1995,Monday,1,60
NSW,Dec,1995,Wednesday,1,100
Qld,Dec,1995,Friday,2,60
NSW,Dec,1995,Friday,1,60
NSW,Dec,1995,Tuesday,1,60
NSW,Dec,1995,Monday,1,100
Qld,Dec,1995,Wednesday,1,100
Qld,Dec,1995,Tuesday,1,100
Vic,Dec,1995,Wednesday,1,60
NSW,Dec,1995,Monday,1,90
NSW,Dec,1995,Thursday,1,60
NSW,Dec,1995,Monday,1,60
NSW,Dec,1995,Wednesday,1,80
Vic,Dec,1995,Wednesday,1,80
Qld,Dec,1995,Monday,1,60
NSW,Dec,1995,Friday,1,100
Qld,Dec,1995,Monday,1,100
Qld,Dec,1995,Tuesday,1,100
Vic,Dec,1995,Wednesday,1,100
NSW,Dec,1995,Thursday,1,100
Qld,Dec,1995,Monday,1,60
NSW,Dec,1995,Thursday,1,80
Vic,Dec,1995,Friday,1,100
Vic,Dec,1995,Tuesday,1,100
Qld,Dec,1995,Tuesday,1,100
Vic,Dec,1995,Friday,1,60
Vic,Dec,1995,Monday,1,100
NSW,Dec,1995,Friday,2,70
NSW,Dec,1995,Friday,2,100
Vic,Dec,1995,Tuesday,3,100
SA,Dec,1995,Friday,1,100
SA,Dec,1995,Wednesday,1,60
WA,Dec,1995,Monday,1,60
Qld,Dec,1995,Friday,1,100
Vic,Dec,1995,Thursday,1,100
SA,Dec,1995,Tuesday,1,110
Vic,Dec,1995,Friday,1,80
NSW,Dec,1995,Friday,1,100
Qld,Dec,1995,Thursday,1,60
Qld,Dec,1995,Friday,1,100
NSW,Dec,1995,Friday,1,60
NT,Dec,1995,Wednesday,1,-9
NT,Dec,1995,Tuesday,1,-9
Vic,Dec,1995,Wednesday,2,100
Vic,Dec,1995,Tuesday,1,100
Vic,Dec,1995,Tuesday,1,100
NSW,Dec,1995,Friday,1,80
NSW,Dec,1995,Friday,1,60
Qld,Dec,1995,Thursday,1,60
NT,Dec,1995,Thursday,1,-9
Qld,Dec,1995,Saturday,1,60
NSW,Dec,1995,Saturday,1,60
SA,Dec,1995,Saturday,1,60
NT,Dec,1995,Friday,1,-9
WA,Dec,1995,Friday,1,70
NT,Dec,1995,Saturday,1,-9
Qld,Dec,1995,Friday,1,60
SA,Dec,1995,Thursday,1,60
WA,Dec,1995,Friday,1,110
SA,Dec,1995,Wednesday,1,80
NSW,Dec,1995,Thursday,1,100
Qld,Dec,1995,Thursday,1,100
Qld,Dec,1995,Monday,1,60
Qld,Dec,1995,Monday,1,80
NSW,Dec,1995,Friday,1,60
SA,Dec,1995,Tuesday,1,80
NSW,Dec,1995,Tuesday,1,70
WA,Dec,1995,Monday,1,60
Qld,Dec,1995,Monday,1,60
NSW,Dec,1995,Tuesday,1,60
WA,Dec,1995,Friday,1,60
Vic,Dec,1995,Monday,1,60
NSW,Dec,1995,Thursday,1,60
NSW,Dec,1995,Tuesday,2,90
Vic,Dec,1995,Saturday,1,100
Vic,Dec,1995,Tuesday,1,60
WA,Nov,1995,Saturday,1,60
NSW,Nov,1995,Sunday,1,110
NSW,Nov,1995,Sunday,1,60
SA,Nov,1995,Sunday,1,110
Qld,Nov,1995,Monday,1,60
NSW,Nov,1995,Thursday,1,60
Qld,Nov,1995,Wednesday,1,100
NSW,Nov,1995,Tuesday,1,100
Vic,Nov,1995,Sunday,1,80
NSW,Nov,1995,Friday,1,80
NSW,Nov,1995,Saturday,1,60
Qld,Nov,1995,Saturday,1,60
Qld,Nov,1995,Saturday,1,100
NSW,Nov,1995,Saturday,1,100
NSW,Nov,1995,Sunday,1,80
Vic,Nov,1995,Saturday,2,100
Qld,Nov,1995,Friday,1,100
Qld,Nov,1995,Saturday,1,70
Vic,Nov,1995,Saturday,2,100
WA,Nov,1995,Saturday,1,60
Vic,Nov,1995,Friday,1,100
Vic,Nov,1995,Sunday,1,100
Qld,Nov,1995,Sunday,1,100
Tas,Nov,1995,Friday,1,60
NSW,Nov,1995,Saturday,2,100
NSW,Nov,1995,Sunday,1,60
Tas,Nov,1995,Saturday,1,100
SA,Nov,1995,Saturday,1,100
Vic,Nov,1995,Saturday,1,100
NSW,Nov,1995,Monday,2,80
NSW,Nov,1995,Saturday,1,100
NSW,Nov,1995,Saturday,1,60
Qld,Nov,1995,Sunday,1,100
NSW,Nov,1995,Friday,2,100
Vic,Nov,1995,Sunday,1,60
NSW,Nov,1995,Sunday,1,60
Vic,Nov,1995,Sunday,1,100
NSW,Nov,1995,Monday,1,60
NSW,Nov,1995,Sunday,1,60
Qld,Nov,1995,Sunday,1,100
Qld,Nov,1995,Friday,1,60
Vic,Nov,1995,Saturday,1,100
SA,Nov,1995,Saturday,1,110
NSW,Nov,1995,Friday,1,60
Qld,Nov,1995,Saturday,1,100
Qld,Nov,1995,Monday,1,100
NSW,Nov,1995,Sunday,1,100
NSW,Nov,1995,Saturday,1,80
Vic,Nov,1995,Tuesday,1,60
NSW,Nov,1995,Monday,1,60
Vic,Nov,1995,Thursday,1,100
Qld,Nov,1995,Monday,2,60
Qld,Nov,1995,Tuesday,1,100
WA,Nov,1995,Thursday,1,60
Qld,Nov,1995,Monday,1,100
SA,Nov,1995,Thursday,1,80
NSW,Nov,1995,Friday,1,80
SA,Nov,1995,Monday,1,60
WA,Nov,1995,Thursday,1,110
Qld,Nov,1995,Thursday,2,90
NT,Nov,1995,Wednesday,1,-9
NSW,Nov,1995,Tuesday,1,80
Vic,Nov,1995,Wednesday,1,60
NSW,Nov,1995,Wednesday,1,90
WA,Nov,1995,Sunday,1,60
NSW,Nov,1995,Sunday,1,60
WA,Nov,1995,Saturday,1,60
Qld,Nov,1995,Sunday,2,100
NSW,Nov,1995,Saturday,1,80
Vic,Nov,1995,Saturday,1,100
Qld,Nov,1995,Saturday,1,60
NSW,Nov,1995,Saturday,1,60
NSW,Nov,1995,Saturday,1,60
Vic,Nov,1995,Sunday,1,100
NSW,Nov,1995,Saturday,1,110
Vic,Nov,1995,Sunday,2,100
NSW,Nov,1995,Sunday,1,60
Vic,Nov,1995,Saturday,1,100
Vic,Nov,1995,Saturday,1,80
Qld,Nov,1995,Friday,1,100
NSW,Nov,1995,Thursday,1,100
Vic,Nov,1995,Monday,1,100
Vic,Nov,1995,Wednesday,1,110
Vic,Nov,1995,Monday,2,80
WA,Nov,1995,Thursday,1,110
NSW,Nov,1995,Thursday,1,70
SA,Nov,1995,Monday,1,60
NSW,Nov,1995,Thursday,1,60
NSW,Nov,1995,Wednesday,1,100
Qld,Nov,1995,Monday,1,100
WA,Nov,1995,Tuesday,1,60
Vic,Nov,1995,Friday,1,60
WA,Nov,1995,Tuesday,1,110
SA,Nov,1995,Wednesday,1,60
Vic,Nov,1995,Tuesday,1,100
WA,Nov,1995,Wednesday,1,110
SA,Nov,1995,Wednesday,1,110
SA,Nov,1995,Wednesday,1,60
Qld,Nov,1995,Wednesday,1,100
Vic,Nov,1995,Tuesday,1,100
Qld,Nov,1995,Monday,1,100
WA,Nov,1995,Friday,1,70
SA,Nov,1995,Tuesday,1,110
NSW,Nov,1995,Wednesday,1,110
WA,Nov,1995,Friday,1,110
NSW,Nov,1995,Monday,1,100
NSW,Nov,1995,Monday,1,60
NSW,Nov,1995,Thursday,1,60
NSW,Nov,1995,Wednesday,1,110
NSW,Nov,1995,Thursday,1,60
SA,Nov,1995,Thursday,1,100
SA,Nov,1995,Wednesday,1,110
Qld,Nov,1995,Thursday,1,100
Vic,Nov,1995,Monday,1,100
Qld,Nov,1995,Thursday,1,60
Qld,Nov,1995,Monday,1,110
WA,Nov,1995,Wednesday,1,110
Qld,Nov,1995,Monday,1,60
Qld,Nov,1995,Wednesday,1,70
NSW,Nov,1995,Thursday,1,100
NSW,Nov,1995,Friday,1,100
Qld,Nov,1995,Wednesday,1,100
NSW,Nov,1995,Friday,1,100
Vic,Nov,1995,Thursday,1,60
SA,Nov,1995,Wednesday,1,110
Vic,Nov,1995,Tuesday,1,100
Vic,Nov,1995,Thursday,2,100
Qld,Nov,1995,Thursday,1,60
NSW,Nov,1995,Monday,1,80
Vic,Nov,1995,Friday,1,70
NSW,Nov,1995,Tuesday,1,100
WA,Nov,1995,Monday,1,110
NSW,Nov,1995,Monday,1,40
Qld,Nov,1995,Tuesday,1,100
NSW,Nov,1995,Monday,2,60
Tas,Nov,1995,Wednesday,1,100
NSW,Nov,1995,Monday,1,100
Qld,Nov,1995,Tuesday,1,100
NSW,Nov,1995,Friday,1,60
Qld,Nov,1995,Wednesday,1,60
Vic,Nov,1995,Monday,1,100
Tas,Nov,1995,Thursday,1,60
WA,Nov,1995,Saturday,1,90
Vic,Nov,1995,Monday,1,100
NSW,Nov,1995,Saturday,1,60
ACT,Nov,1995,Friday,1,-9
Vic,Nov,1995,Friday,1,80
Qld,Nov,1995,Saturday,1,60
Qld,Nov,1995,Wednesday,1,110
Qld,Nov,1995,Thursday,2,80
SA,Nov,1995,Thursday,1,60
WA,Nov,1995,Wednesday,1,110
NSW,Nov,1995,Saturday,1,60
NT,Nov,1995,Saturday,1,80
SA,Nov,1995,Wednesday,1,60
NSW,Nov,1995,Tuesday,1,60
WA,Nov,1995,Monday,1,50
NSW,Nov,1995,Monday,1,80
NSW,Nov,1995,Tuesday,1,60
NSW,Nov,1995,Thursday,1,60
Vic,Nov,1995,Tuesday,1,60
Vic,Nov,1995,Monday,1,60
SA,Oct,1995,Sunday,1,60
Qld,Oct,1995,Saturday,1,60
Vic,Oct,1995,Saturday,1,60
Qld,Oct,1995,Sunday,1,100
NSW,Oct,1995,Sunday,1,100
NSW,Oct,1995,Friday,2,60
NSW,Oct,1995,Saturday,1,70
NSW,Oct,1995,Sunday,1,100
Qld,Oct,1995,Sunday,2,100
NSW,Oct,1995,Thursday,1,60
Vic,Oct,1995,Wednesday,1,100
NT,Oct,1995,Tuesday,1,-9
SA,Oct,1995,Friday,1,110
SA,Oct,1995,Sunday,1,100
ACT,Oct,1995,Friday,1,-9
NSW,Oct,1995,Sunday,1,60
Qld,Oct,1995,Sunday,1,70
Qld,Oct,1995,Friday,1,60
Vic,Oct,1995,Saturday,4,80
NSW,Oct,1995,Sunday,1,100
SA,Oct,1995,Saturday,1,80
SA,Oct,1995,Friday,1,60
NSW,Oct,1995,Sunday,1,60
Qld,Oct,1995,Saturday,1,100
WA,Oct,1995,Saturday,1,100
WA,Oct,1995,Sunday,1,110
NSW,Oct,1995,Friday,1,100
NSW,Oct,1995,Sunday,1,80
NSW,Oct,1995,Saturday,3,80
SA,Oct,1995,Monday,1,100
NT,Oct,1995,Saturday,1,-9
NSW,Oct,1995,Friday,2,70
NSW,Oct,1995,Sunday,1,60
SA,Oct,1995,Saturday,1,100
NSW,Oct,1995,Sunday,3,70
WA,Oct,1995,Saturday,1,60
NSW,Oct,1995,Friday,1,80
Vic,Oct,1995,Saturday,1,100
WA,Oct,1995,Sunday,1,110
NSW,Oct,1995,Saturday,1,60
NSW,Oct,1995,Sunday,1,60
SA,Oct,1995,Saturday,1,110
NSW,Oct,1995,Saturday,1,80
Qld,Oct,1995,Friday,1,100
SA,Oct,1995,Wednesday,1,60
WA,Oct,1995,Thursday,1,110
WA,Oct,1995,Thursday,1,110
Vic,Oct,1995,Tuesday,1,100
NSW,Oct,1995,Friday,1,60
SA,Oct,1995,Wednesday,1,80
NSW,Oct,1995,Wednesday,1,60
Vic,Oct,1995,Thursday,1,100
Qld,Oct,1995,Tuesday,1,60
NSW,Oct,1995,Wednesday,1,110
NSW,Oct,1995,Monday,1,100
NSW,Oct,1995,Thursday,1,100
Vic,Oct,1995,Friday,1,80
Vic,Oct,1995,Monday,1,100
Qld,Oct,1995,Monday,1,100
NSW,Oct,1995,Friday,1,80
WA,Oct,1995,Monday,1,110
NSW,Oct,1995,Wednesday,1,70
Vic,Oct,1995,Tuesday,1,100
Qld,Oct,1995,Thursday,1,100
SA,Oct,1995,Tuesday,1,110
WA,Oct,1995,Friday,1,60
Qld,Oct,1995,Monday,1,80
NSW,Oct,1995,Monday,1,60
SA,Oct,1995,Monday,1,60
WA,Oct,1995,Monday,1,110
Qld,Oct,1995,Saturday,1,100
Vic,Oct,1995,Saturday,1,70
WA,Oct,1995,Sunday,2,110
Qld,Oct,1995,Sunday,1,100
Vic,Oct,1995,Saturday,1,100
Qld,Oct,1995,Sunday,1,100
WA,Oct,1995,Saturday,1,80
SA,Oct,1995,Saturday,1,60
WA,Oct,1995,Sunday,1,60
WA,Oct,1995,Sunday,1,110
Qld,Oct,1995,Sunday,1,100
NSW,Oct,1995,Sunday,1,60
Qld,Oct,1995,Saturday,1,100
Qld,Oct,1995,Sunday,1,100
NSW,Oct,1995,Saturday,1,100
ACT,Oct,1995,Saturday,1,-9
Qld,Oct,1995,Sunday,1,60
Qld,Oct,1995,Sunday,1,100
NSW,Oct,1995,Sunday,1,100
Qld,Oct,1995,Friday,1,100
Qld,Oct,1995,Wednesday,1,60
NSW,Oct,1995,Friday,1,80
NSW,Oct,1995,Wednesday,1,100
NSW,Oct,1995,Wednesday,1,60
NSW,Oct,1995,Thursday,1,60
NSW,Oct,1995,Thursday,1,100
WA,Oct,1995,Tuesday,1,110
NSW,Oct,1995,Thursday,1,60
SA,Oct,1995,Monday,1,110
Qld,Oct,1995,Wednesday,2,100
WA,Oct,1995,Friday,1,60
Vic,Oct,1995,Tuesday,1,100
Vic,Oct,1995,Friday,1,100
Vic,Oct,1995,Thursday,1,60
Vic,Oct,1995,Monday,1,100
NT,Oct,1995,Monday,1,70
Qld,Oct,1995,Monday,1,100
SA,Oct,1995,Friday,1,100
SA,Oct,1995,Thursday,1,60
NSW,Oct,1995,Friday,1,80
Vic,Oct,1995,Thursday,1,100
Vic,Oct,1995,Friday,1,100
SA,Oct,1995,Thursday,1,110
Vic,Oct,1995,Tuesday,1,100
Vic,Oct,1995,Thursday,2,100
Qld,Oct,1995,Friday,1,100
NSW,Oct,1995,Friday,1,60
NSW,Oct,1995,Tuesday,2,100
NSW,Oct,1995,Tuesday,1,100
NSW,Oct,1995,Friday,1,80
WA,Oct,1995,Monday,1,80
Vic,Oct,1995,Friday,1,70
WA,Oct,1995,Monday,1,60
Vic,Oct,1995,Thursday,1,70
WA,Oct,1995,Tuesday,1,110
WA,Oct,1995,Thursday,1,110
SA,Oct,1995,Thursday,2,100
NSW,Oct,1995,Wednesday,1,90
SA,Oct,1995,Wednesday,1,110
Vic,Oct,1995,Monday,1,60
Qld,Oct,1995,Tuesday,1,110
Vic,Oct,1995,Thursday,1,80
Qld,Oct,1995,Friday,2,80
Qld,Oct,1995,Thursday,2,100
SA,Oct,1995,Friday,1,110
NSW,Oct,1995,Tuesday,1,100
SA,Oct,1995,Monday,1,110
SA,Oct,1995,Friday,1,110
Qld,Oct,1995,Monday,1,100
NSW,Oct,1995,Wednesday,1,100
NSW,Oct,1995,Friday,1,100
NSW,Oct,1995,Saturday,1,60
Vic,Oct,1995,Saturday,1,60
Qld,Oct,1995,Sunday,1,60
NSW,Oct,1995,Friday,1,60
Vic,Oct,1995,Sunday,1,60
Vic,Oct,1995,Wednesday,1,60
NT,Oct,1995,Wednesday,1,100
NSW,Oct,1995,Monday,1,70
Qld,Oct,1995,Friday,1,80
SA,Oct,1995,Wednesday,1,60
Qld,Oct,1995,Friday,1,60
WA,Oct,1995,Tuesday,1,60
Vic,Oct,1995,Thursday,1,80
Vic,Oct,1995,Sunday,1,60
NSW,Oct,1995,Saturday,1,80
SA,Oct,1995,Saturday,1,80
NT,Oct,1995,Sunday,1,60
NSW,Oct,1995,Saturday,1,60
Qld,Oct,1995,Sunday,1,60
NSW,Oct,1995,Saturday,1,60
SA,Oct,1995,Thursday,1,60
Qld,Oct,1995,Thursday,1,60
Qld,Oct,1995,Tuesday,1,60
NSW,Oct,1995,Tuesday,1,60
NSW,Oct,1995,Thursday,1,60
Qld,Oct,1995,Tuesday,1,60
Qld,Oct,1995,Friday,1,60
NSW,Oct,1995,Friday,1,70
Qld,Oct,1995,Monday,1,60
Qld,Sep,1995,Saturday,1,100
NSW,Sep,1995,Saturday,1,100
NT,Sep,1995,Monday,1,60
Qld,Sep,1995,Friday,1,60
NSW,Sep,1995,Saturday,1,60
Tas,Sep,1995,Sunday,1,100
NSW,Sep,1995,Monday,1,60
NSW,Sep,1995,Sunday,1,100
NSW,Sep,1995,Saturday,1,100
Qld,Sep,1995,Saturday,1,100
WA,Sep,1995,Sunday,1,110
Qld,Sep,1995,Sunday,1,60
Qld,Sep,1995,Saturday,1,60
Qld,Sep,1995,Saturday,2,100
Vic,Sep,1995,Sunday,1,100
Qld,Sep,1995,Friday,2,100
NSW,Sep,1995,Friday,1,100
WA,Sep,1995,Saturday,1,110
WA,Sep,1995,Saturday,1,70
NSW,Sep,1995,Saturday,1,90
NSW,Sep,1995,Monday,1,100
Vic,Sep,1995,Friday,2,100
Qld,Sep,1995,Sunday,1,60
WA,Sep,1995,Saturday,1,80
WA,Sep,1995,Friday,1,60
Vic,Sep,1995,Friday,1,60
Tas,Sep,1995,Sunday,2,60
NSW,Sep,1995,Saturday,1,100
Qld,Sep,1995,Saturday,1,100
NSW,Sep,1995,Friday,1,100
Vic,Sep,1995,Saturday,1,60
SA,Sep,1995,Sunday,1,100
Vic,Sep,1995,Saturday,1,100
Vic,Sep,1995,Monday,1,110
SA,Sep,1995,Sunday,2,110
WA,Sep,1995,Friday,1,60
SA,Sep,1995,Saturday,1,100
NSW,Sep,1995,Monday,1,110
NSW,Sep,1995,Saturday,1,60
NSW,Sep,1995,Monday,1,80
SA,Sep,1995,Saturday,1,60
WA,Sep,1995,Saturday,1,40
NSW,Sep,1995,Friday,1,60
SA,Sep,1995,Friday,1,110
Qld,Sep,1995,Thursday,1,100
Qld,Sep,1995,Tuesday,1,60
ACT,Sep,1995,Thursday,1,-9
NSW,Sep,1995,Thursday,1,60
Vic,Sep,1995,Tuesday,1,100
WA,Sep,1995,Friday,1,60
Qld,Sep,1995,Tuesday,2,100
Vic,Sep,1995,Thursday,2,100
NSW,Sep,1995,Friday,1,110
SA,Sep,1995,Wednesday,1,80
Vic,Sep,1995,Monday,1,100
NSW,Sep,1995,Monday,1,90
NSW,Sep,1995,Wednesday,1,60
SA,Sep,1995,Thursday,1,110
NSW,Sep,1995,Saturday,1,100
NSW,Sep,1995,Saturday,1,90
Vic,Sep,1995,Saturday,1,100
NSW,Sep,1995,Saturday,1,100
Vic,Sep,1995,Sunday,1,100
Qld,Sep,1995,Saturday,1,100
NSW,Sep,1995,Saturday,1,100
NSW,Sep,1995,Saturday,1,70
Vic,Sep,1995,Saturday,1,100
WA,Sep,1995,Sunday,1,110
Qld,Sep,1995,Sunday,1,100
Vic,Sep,1995,Sunday,1,80
NSW,Sep,1995,Saturday,1,100
Vic,Sep,1995,Sunday,1,100
NSW,Sep,1995,Saturday,1,60
Vic,Sep,1995,Sunday,1,60
NSW,Sep,1995,Sunday,1,80
Qld,Sep,1995,Saturday,3,100
NSW,Sep,1995,Saturday,1,100
WA,Sep,1995,Saturday,1,110
WA,Sep,1995,Saturday,2,110
Qld,Sep,1995,Saturday,1,100
Qld,Sep,1995,Sunday,1,100
Vic,Sep,1995,Saturday,1,100
Vic,Sep,1995,Saturday,1,60
NSW,Sep,1995,Saturday,1,60
NSW,Sep,1995,Saturday,1,80
NSW,Sep,1995,Sunday,1,70
WA,Sep,1995,Saturday,1,110
Qld,Sep,1995,Saturday,1,60
Vic,Sep,1995,Saturday,1,100
Vic,Sep,1995,Tuesday,1,100
Vic,Sep,1995,Friday,1,70
Qld,Sep,1995,Wednesday,1,100
Vic,Sep,1995,Thursday,1,100
Vic,Sep,1995,Thursday,1,100
Vic,Sep,1995,Tuesday,1,60
ACT,Sep,1995,Tuesday,1,-9
Qld,Sep,1995,Thursday,1,60
Tas,Sep,1995,Friday,1,80
Qld,Sep,1995,Thursday,1,100
NSW,Sep,1995,Monday,1,70
NSW,Sep,1995,Tuesday,1,110
SA,Sep,1995,Monday,1,-9
Qld,Sep,1995,Tuesday,2,100
Vic,Sep,1995,Friday,1,60
Vic,Sep,1995,Wednesday,1,60
WA,Sep,1995,Friday,1,60
Vic,Sep,1995,Monday,1,60
WA,Sep,1995,Thursday,1,60
NSW,Sep,1995,Monday,1,80
Qld,Sep,1995,Friday,1,100
Tas,Sep,1995,Wednesday,1,100
WA,Sep,1995,Friday,1,60
SA,Sep,1995,Friday,1,80
Qld,Sep,1995,Friday,1,100
NSW,Sep,1995,Thursday,2,110
Qld,Sep,1995,Thursday,1,100
Qld,Sep,1995,Friday,1,100
Tas,Sep,1995,Friday,1,100
NSW,Sep,1995,Wednesday,1,100
Vic,Sep,1995,Monday,1,80
Vic,Sep,1995,Tuesday,1,100
Qld,Sep,1995,Wednesday,1,100
SA,Sep,1995,Monday,1,110
Qld,Sep,1995,Tuesday,1,100
WA,Sep,1995,Monday,1,80
SA,Sep,1995,Monday,1,110
NT,Sep,1995,Wednesday,1,-9
WA,Sep,1995,Wednesday,1,60
SA,Sep,1995,Friday,1,100
ACT,Sep,1995,Saturday,1,-9
Qld,Sep,1995,Friday,1,100
Qld,Sep,1995,Sunday,1,60
Qld,Sep,1995,Friday,1,80
Vic,Sep,1995,Saturday,1,100
WA,Sep,1995,Sunday,1,110
SA,Sep,1995,Thursday,1,60
SA,Sep,1995,Wednesday,1,80
NSW,Sep,1995,Wednesday,1,80
WA,Sep,1995,Saturday,1,60
Qld,Sep,1995,Thursday,1,60
Vic,Sep,1995,Friday,1,110
Qld,Sep,1995,Friday,1,60
NSW,Sep,1995,Thursday,1,60
NSW,Sep,1995,Friday,1,70
Qld,Sep,1995,Tuesday,1,100
NSW,Sep,1995,Monday,1,60
